"VSNPLOTNAME","PlotKey","ecosite","Compile_limit","Stems","Planted_BasalArea","CD_BHAge","BasalArea","CDHt","plot_DHt","LoreyHeight","plot_QMDHt","MaxHt1","MaxHt12","TopHt","BasalArea_DomCodom","BasalArea_Intermediate","BasalArea_Understory","Height_Intermediate","Height_Understory","conifer_frac","intHwd_frac","tolHwd_frac","LeadSpp_CDHt","LeadSpp_CDAge","QMD","GTV","GMV_NL","GMV_size1","GMV_size2","GMV_size3","GMV_size4","GMV_size5","GMV_WL","BA_size1","BA_size2","BA_size3","BA_size4","BA_size5","GTV_DomCodom","GTV_Intermediate","GTV_Understory","BiomassWood","BiomassBark","BiomassBranches","BiomassFoliage","LeadSpp","SpeciesComposition","BasalArea_Dead","REG_FU","TagLimit"
"VSN060103",103,"B035TtD k",7.1,2275,31.113876255,0,31.340699775,15.6892307692308,17.18,15.4887098925267,16.1325,17.7,17.65,17.3,27.067259835,3.959731545,0.313708395,12.2875,9.35,0.992960627504049,0.00703937249595123,0,15.6892307692308,0,13.2439702224351,231.562604829825,174.826495970932,99.6965490969491,75.1299468739827,0,0,0,157.818920851512,18.84673329,10.88658648,0,0,0,205.767492394665,24.2570114636606,1.53810097149905,105.045135193167,10.0020399250336,8.43567201632183,7.43900350996983,3,"Pj 99 Pt  1 Sb  0 Bf  0            ",0.686066535,"PJ1",2.5
"VSN060104",104,"B098TtD n",7.1,2650,31.92199395,0.4,32.0455019165268,12.3705263157895,13.3538461538462,12.3451742390775,12.6098039215686,14.3,14,13.175,30.4116507265331,1.63385118999372,NA,10.3,NA,0.996911265885058,0.00308873411494151,0,12.3705263157895,0.4,12.4083819600075,186.605842046796,129.383731752441,120.680797430286,8.70293432215512,0,0,0,107.420813725677,29.41374051,1.643626215,0,0,0,178.611641376281,7.99420067051511,NA,83.92078082074,9.28636668318423,9.57326686425736,7.72241965644799,3,"Pj100 Pt  0                        ",NA,"PJ1",7.1
"VSN060105",105,"B065TtD k",7.1,2675,35.92443162,0.928571428571429,36.6986197526042,17.3057971014493,18.4,16.8499954691275,17.6270833333333,19.2,19.2,17.65,29.4580148732529,6.53324579850355,0.707359080847745,13.5515151515152,12,1,0,0,17.3114285714286,0.928571428571429,13.2165323601853,294.749723474686,222.311573560931,149.279078466321,73.0324950946108,0,0,0,203.104258654973,24.8088225,9.88158864,0,0,0,247.220758474972,43.1177557165,4.41120928321398,135.682223521153,12.2582981355344,8.9984218589152,8.79671954653041,3,"Pj 98 Bf  2                        ",0.80315004,"PJ1",7.1
"VSN060106",106,"B049TtD n",7.1,2175,25.83632205,1.2,27.4582379920286,12.6442857142857,15,12.5601836323288,12.9093023255814,15,14.85,12.825,24.8209204823473,2.34436330968129,0.2929542,10.8666666666667,8.3,0.946864823940139,0.053135176059861,0,12.5569230769231,0.969230769230769,12.6783066940301,161.51833054879,108.892736687699,91.5042643240554,17.3884723636441,0,0,0,94.8848433052233,22.51392297,3.34238751,0,0,0,148.085429587439,12.3457288973165,1.0871720640344,71.944637476759,8.28791892862135,8.57013300898623,6.45611582463159,3,"Pj 94 Pt  5 Sb  1                  ",NA,"PJ1",7.1
"VSN060107",107,"B052TtD n",7.1,1450,NA,8.92307692307692,31.1506971561339,15.4695652173913,23.3333333333333,17.3743367586847,18.4,25.8,25.7,23.625,21.8378528325892,7.54291093215359,1.76993339139112,11.0260869565217,8.5,0.846554175784834,0.153445824215166,0,12.7727272727273,0,16.5388167691201,233.664727229563,198.482108639461,23.440926567207,63.5983247087851,80.3836346849996,31.0592226784695,0,188.517783920965,7.27853742,10.175976195,9.006319245,3.094652715,0,181.958876739865,43.325485533048,8.38036495664975,96.673313896328,13.2507836072789,13.3406944127877,9.42806284786312,20,"Bf 40 Pj 22 Sb 18 Pt 11 Sw  5 Bw  4",2.652236895,"SF1",2.5
"VSN060108",108,"B034TtD n",7.1,1850,13.417714695,0.945945945945946,14.7000399555187,9.87972972972973,9.87972972972973,10.0973197955535,10.4866666666667,12.4,12.15,11.125,14.7000399555187,NA,NA,NA,NA,0.912858236856759,0.0871417631432416,0,9.93181818181818,0.545454545454545,10.0583778212115,69.2955162195019,25.721237270596,25.721237270596,0,0,0,0,19.0685732799304,11.831049615,0,0,0,0,69.2955162195019,NA,NA,32.0191591080754,4.28000128820221,4.57706646387241,3.69496433079097,3,"Pj 91 Bw  5 Pt  4                  ",NA,"PJ1",7.1
"VSN060109",109,"B050TtD n",7.1,1325,NA,5.16666666666667,13.9659729853662,9.63333333333333,11.7111111111111,9.71645725182244,10.5375,15.8,14.4,12.425,10.2830158277377,3.4280593402441,0.254897817384455,7.85714285714286,6.7,0.981481260183519,0.018518739816481,0,8.93888888888889,4.66666666666667,11.5846311668877,61.8461475065885,39.8678060217207,25.2015185303858,14.666287491335,0,0,0,34.168030191492,8.780516745,3.34792458,0,0,0,47.5472557694346,13.4586399033038,0.840251833850044,26.9309677066759,4.50680112761789,6.48734365473753,6.98391513141252,13,"Sb 51 Bf 37 La  9 Bw  2 Pj  2      ",NA,"SF1",7.1
"VSN060110",110,"B104TtD k",7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                 ",1.18823166,"NA ",7.1
"VSN060111",111,"B128TtD n",7.1,150,NA,28.8333333333333,1.30223610807986,6.7,10.3,8.0086249594171,10.3,10.3,8.85,7.325,1.30223610807986,NA,NA,NA,NA,1,0,0,6.6,33.75,10.5136566177403,4.78942137655045,2.55393135854048,0.478078467693303,2.07585289084718,0,0,0,2.37469589757594,0.18857454,0.59446926,0,0,0,4.78942137655045,NA,NA,1.97976082286106,0.380269182785943,0.629901390840643,0.794790360182436,20,"Bf 81 Sb 19                        ",NA,"SF1",7.1
"VSN060112",112,"B012TtVSn",7.1,850,NA,19.125,17.0372341253493,16.25,18.025,15.9021635051649,16.9882352941176,20.4,20.05,18.65,11.4622522289137,5.22020201664881,0.354779879786759,11.9066666666667,8,1,0,0,16.7454545454545,17.8181818181818,15.9751385872548,121.511442168671,101.881770889059,11.3175194603174,90.5642514287411,0,0,0,95.8234759020747,2.599674,13.09422807,0,0,0,87.7109733057149,32.3711618272997,1.42930703565686,52.0063906001352,6.83152620873038,6.1741029948816,5.36882210172367,13,"Sb 75 Pj 15 Bf 10                  ",4.74754665,"LC1",7.1
"VSN060113",113,"B128TtD k",7.1,425,NA,13.5555555555556,6.34795873479538,11.3375,15.9666666666667,12.0796474561829,12.0875,19.2,18.05,14.4,4.24120549722913,2.10675323756625,NA,8.125,NA,1,0,0,11.6875,7.125,13.7904085928437,34.4060089693822,26.2724553837054,6.54260595552561,19.7298494281798,0,0,0,24.0164083859957,2.149659435,3.6148035,0,0,0,25.9904981149568,8.41551085442539,NA,14.6032877922338,2.32240452829489,2.81517204409217,2.81460278885685,13,"Sb 56 Bf 43 La  2                  ",0.534562875,"SF1",7.1
"VSN060114",114,"B049TtD n",7.1,2325,17.759680785,1.17857142857143,17.878941796211,10.0732142857143,10.94,9.89124727353423,10.3658536585366,11.7,11.55,11,13.4013009796251,4.47764081658596,NA,8.87027027027027,NA,0.993669393410988,0.00633060658901149,0,10.1528301886792,0.641509433962264,9.89495852529704,83.1820355075751,31.8461871357187,29.67685567596,2.16933145975872,0,0,0,24.734180909319,12.77013276,0.508958835,0,0,0,63.9965774443851,19.1854580631901,NA,38.1638731477774,5.0739622189138,5.51509923792267,5.0380662313265,3,"Pj 88 Sb 11 Pt  1                  ",NA,"PJ1",7.1
"VSN060115",115,"B055TtM n",7.1,175,NA,18,7.73638942569362,15,20.425,20.0952040432627,21.4,25.2,22.75,20.425,7.73638942569362,NA,NA,NA,NA,0,0.981228910282398,0.0188,22.75,0,23.7249162769386,69.8511828496249,63.2214655358922,0,6.66480937381641,30.8623040966996,25.6943520653761,0,60.895918768833,0,1.07513406,3.406377975,2.89529856,0,69.8511828496249,NA,NA,29.5241065517651,5.77243204303847,6.23121581311833,1.05365417257941,74,"Pt 60 Bw 38 OH  2                  ",1.157856315,"PO1",7.1
"VSN060116",116,"B070TtS n",7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                 ",1.023749265,"NA ",7.1
"VSN060117",117,"B055TtD n",7.1,250,NA,11.75,24.9811934200511,26.7555555555556,26.7555555555556,26.8994443109549,27.84,30.6,30.25,27.325,24.5626537600512,NA,0.41853966,NA,13.8,0,1,0,26.7555555555556,11.75,35.6690167840705,309.744683804826,294.287440469205,0.877297715010462,0,74.9048278507774,218.505314903417,0,288.545433983874,0.41853966,0,6.81660441,17.57348208,0,307.19374525481,NA,2.55093855001618,117.700791291159,23.8088595683755,16.7504455269682,2.19092209908387,74,"Pt 98 Bw  2                        ",6.842463705,"PO1",7.1
"VSN060118",118,"B055TtD n",7.1,275,NA,36.8571428571429,20.5542737549987,23.6,23.6,22.7940089856767,23.86,25.9,25.7,23.35,18.4610720334554,1.95793620654323,0.135265515,14.5666666666667,7.4,0.101837785488975,0.898162214511025,0,23.6,36.8571428571429,30.8488708856423,216.924423958115,204.775665794889,2.12809378218146,9.19132018111383,78.5636620401813,114.892589791413,0,199.343265473462,0.483983115,1.460392395,7.84406469,10.64472255,0,203.438666020886,12.9910512908136,0.494706646415643,81.9386239460273,17.0390437300781,13.9361790556878,2.35315707876258,74,"Pt 90 Sb 10                        ",10.899447405,"PO1",7.1
"VSN060119",119,"B049TtMDn",7.1,1775,27.15449814,0.941176470588235,28.7319814291447,13.056862745098,13.6,12.7999934297703,13.4212121212121,15.3,15.15,13.2,24.4160077071297,4.05630084701501,0.259672875,10.3210526315789,9.4,0.969458848942806,0.030541151057194,0,13.0854166666667,0,14.3561557505177,168.994911731307,131.140499709319,65.9185175883939,65.2219821209251,0,0,0,115.914438467956,15.89488593,12.155459085,0,0,0,148.101405194905,19.7700717592477,1.12343477715443,74.3002775669232,8.19589849679055,10.2057354800828,6.8259345726006,3,"Pj 94 Sb  3 Bw  2 Pt  1            ",0.30190776,"PJ1",7.1
"VSN060120",120,"B104TtD n",7.1,800,1.708735875,6.75,39.0537273055866,23.2,25.325,23.0169954168786,23.6214285714286,27.3,26.35,24.65,35.8145924639028,1.981662375,1.25747246668377,19.1333333333333,13.65,0.192753442385982,0.807246557614018,0,22.8909090909091,9.18181818181818,24.9310633790841,406.385378647351,361.108424759812,2.61803318164548,103.356787160834,213.46926829859,41.6643361187415,0,347.31138686491,1.68935613,12.415347945,21.19319433,3.73253496,0,382.069484757082,16.7691003811635,7.54679350910604,155.711939974693,25.6300392189983,20.2592323350195,4.71543033209623,74,"Pt 44 Pb 37 Pj 18 Sb  1            ",1.544312385,"LH1",7.1
"VSN060122",122,"B098TtD k",7.1,1400,28.84998039,1.48780487804878,30.0591241640441,18.4125,18.4125,18.1668201424531,19.152,20.8,20.65,20.175,25.7511006922369,3.03677503180725,1.27124844,15.5,9.81428571428571,1,0,0,18.3512195121951,1.48780487804878,16.5340289939743,256.533685148745,223.962222990281,57.3528771156771,166.609345874604,0,0,0,211.683837052569,9.35415327,20.27278407,0,0,0,227.371640809557,22.9254660590597,6.23657828012827,114.408886635114,9.68692711082537,8.80453887157447,7.05409510963664,3,"Pj 95 Sb  5                        ",5.556331935,"PJ1",7.1
"VSN060129",129,"B055TtD n",7.1,1375,NA,7.73333333333333,49.8200255544678,23.4857142857143,25.45,22.0696379482689,23.1347826086957,26.9,26.3,23.925,39.2363678544678,5.512820775,5.070836925,17.99,12.7933333333333,0.249466448816091,0.750533551183908,0,23.4269230769231,4.30769230769231,21.4785606970756,498.230437825022,428.9659657582,21.9102988887597,152.30296950537,190.838455921837,63.9142414422335,0,409.90846111805,5.986063545,18.16386726,19.59679029,5.656470435,0,419.76003451595,45.8973214706031,32.5730818384694,193.799357121108,36.7066831158544,24.3489778907672,7.74115497527665,74,"Pt 71 Sw 10 Sb  9 Bf  6 Bw  4      ",4.28384649,"PO1",7.1
"VSN060130",130,"B055TtD n",7.1,2175,NA,6.13333333333333,64.4190033580405,24.0214285714286,26.2333333333333,22.0942294789129,24.8185185185185,26.8,26.75,25.325,50.4502285617904,8.75984785436267,5.20892694188737,13.0304347826087,9.47058823529412,0.199565703536229,0.800434296463771,0,24.8892857142857,6.57142857142857,19.419226248299,663.933791675494,587.944045644765,22.1366072405799,103.288808820257,462.518629583928,0,0,564.79711816343,6.979280385,12.2805144,41.89029075,0,0,581.8927862991,57.6024352992185,24.4385700771753,255.265018518867,50.3236367848799,33.2829384205416,9.60054452467108,74,"Pt 78 Bf 11 Sb  8 Bw  2 Pj  1 Sw  0",3.41311278,"PO1",7.1
